phi,theta,psi
-0.208227433523985,0.86946245950123,0.0726202868713164
-0.208227443370142,0.870012560653317,0.0726966412584391
-0.208227450253654,0.870590643426045,0.072731977336326
-0.20822745447764,0.871189315641959,0.0727330873943
-0.20822745634522,0.871801185123606,0.0727067637216832
-0.208227456159512,0.872418859693534,0.0726597986077977
-0.208227454223634,0.873034947174287,0.0725989843419659
-0.208227450840707,0.873642055388414,0.0725311132135105
-0.208227446313849,0.87423279215846,0.0724629775117529
-0.208227440946178,0.874799765306972,0.0724013695260157
-0.208227435040814,0.875335582656497,0.072353081545621
-0.208227428900876,0.875832852029581,0.0723249058598916
-0.208227422829483,0.876284181248771,0.0723236347581491
-0.208227417129754,0.876682178136613,0.072356060529716
-0.208227412104807,0.877019451012532,0.0724289754639147
-0.208227408007065,0.877291157659202,0.0725491092922277
-0.208227404834804,0.877500940890553,0.0727184985952936
-0.208227402506833,0.877654206518474,0.0729313066490569
-0.20822740094193,0.87775636035486,0.0731809442713662
-0.208227400058875,0.877812808211601,0.0734608222800712
-0.208227399776447,0.87782895590059,0.0737643514930226
-0.208227400013426,0.877810209233718,0.074084942728069
-0.208227400688592,0.877761974022878,0.0744160068030593
-0.208227401720722,0.877689656079962,0.0747509545358447
-0.208227403028599,0.877598661216863,0.0750831967442736
-0.208227404531001,0.877494395245471,0.0754061442461957
-0.208227406146707,0.877382263977679,0.0757132078594607
-0.208227407794496,0.877267673225379,0.0759977984019182
-0.20822740939315,0.877156028800464,0.076253326691418
-0.208227410861446,0.877052736514825,0.0764732035458087
-0.208227412118646,0.876963110425186,0.0766508397829411
-0.20822741312013,0.876889620994044,0.0767803336311941
-0.208227413881869,0.876831416007557,0.0768633272079236
-0.208227414425626,0.876787454951529,0.0769061253675456
-0.208227414773165,0.87675669731177,0.0769151019934176
-0.208227414946247,0.876738102574086,0.0768966309688974
-0.208227414966637,0.876730630224284,0.076857086177343
-0.208227414856097,0.87673323974817,0.0768028415021123
-0.208227414636391,0.876744890631554,0.0767402708265619
-0.20822741432928,0.87676454236024,0.0766757480340501
-0.208227413956529,0.876791154420037,0.0766156470079349
-0.208227413539899,0.876823686296751,0.0765663416315736
-0.208227413101154,0.87686109747619,0.0765342057883236
-0.208227412662058,0.87690234744416,0.0765256133615435
-0.208227412244372,0.876946395686469,0.07654693823459
-0.20822741186986,0.876992201688924,0.0766045542908207
